RCDTS,DistrictName,Superintendent,Telephone,Website,City,CountyName,GradesServed,Mailing Address,Zip
490810300,United Twp HSD 30,Dr. Jay C Morrow,309-752-1611,http://uths.net,East Moline,Rock Island,9-12,1275 Avenue of The Cities,61244 4145
490810340,Silvis SD 34,Dr. Terri Vandewiele,309-792-9325,http://www.silvisrockets.com,East Moline,Rock Island,P-8,4280 4th Ave,61244 1924
490810360,Carbon Cliff-Barstow SD 36,Mr. Eric Lawson,309-792-2002,http://www.ccb36.com,Silvis,Rock Island,P-8,2002 Eagle Ridge Dr,61282 1779
490810370,East Moline SD 37,Dr. Kristin M Humphries,309-792-2887,http://www.emsd37.org,East Moline,Rock Island,P-8,3451 Morton Dr,61244 1921
490810400,Moline-Coal Valley CUSD 40,Dr. Rachel Savage,309-743-1600,http://www.molineschools.org,Moline,Rock Island,P-12,1900 52Nd Ave,61265 6380
490810410,Rock Island SD 41,Dr. Sharon Williams,309-793-5900,http://rimsd41.org,Rock Island,Rock Island,P-12,2000 7th Avenue,61201 8909
490811000,Riverdale CUSD 100,Mr. Joshua Temple,309-523-3184,http://www.riverdaleschools.org,Port Byron,Rock Island,P-12,9624 256th St N,61275 9054
490812000,Sherrard CUSD 200,Dr. Carl Johnson,309-593-4075,http://www.sherrard.us,Sherrard,Rock Island,P-12,PO Box 369,61281 0369
490813000,Rockridge CUSD 300,Mr. Marcus Bush,309-793-8001,http://www.rr300.org,Taylor Ridge,Rock Island,P-12,14110 134th Ave W,61284 9719
500820090,Lebanon CUSD 9,Dr. Matt Noyes,618-537-4611,http://lcusd9.org/,Lebanon,Saint Clair,P-12,200 W Schuetz St,62254 1570
500820190,Mascoutah CUD 19,Dr. Dave Deets,618-566-7414,http://msd19.org,Mascoutah,Saint Clair,P-12,421 W Harnett St,62258 1362
500820300,St Libory Cons SD 30,Dr. Thomas Rude,618-768-4923,http://www.stlibory30.org,Saint Libory,Saint Clair,K-8,PO Box 323,62282 0323
500820400,Marissa CUSD 40,Mr. Jeff Strieker,618-295-2313,http://www.marissa40.org,Marissa,Saint Clair,P-12,1 E Marissa St,62257 1185
500820600,New Athens CUSD 60,Brian Karraker,618-475-2174,,New Athens,Saint Clair,P-12,501 Hanft St,62264 1507
500820700,Freeburg CCSD 70,Mr. Mark Bearley,618-539-3188,http://www.frg70.org,Freeburg,Saint Clair,P-8,408 S Belleville St,62243 1534
500820770,Freeburg CHSD 77,Dr. Sarah J Gass,618-539-5533,,Freeburg,Saint Clair,9-12,401 S Monroe St,62243 1535
500820850,Shiloh Village SD 85,Dale F Sauer,618-632-7434,http://www.shi85.org,Shiloh,Saint Clair,P-8,125 Diamond Ct,62269 3617
500820900,O Fallon CCSD 90,Dr. Carrie E Hruby,618-632-3666,http://www.of90.net,O Fallon,Saint Clair,P-8,118 E Washington St,62269 1419
500821040,Central SD 104,Dr. Gabrielle Rodriguez,618-632-6336,http://central104.org,O Fallon,Saint Clair,P-8,303 Hartman Ln,62269 1725
500821050,Pontiac-W Holliday SD 105,Dr. Brian Arteberry,618-233-2320,http://www.pwh105.org,Fairview Heights,Saint Clair,P-8,400 Ashland Ave,62208 2802
500821100,Grant CCSD 110,Mr. Matthew A Stines,618-398-5577,http://www.dist110.com,Fairview Heights,Saint Clair,P-8,10110 Old Lincoln Trl,62208 2422
500821130,Wolf Branch SD 113,Dr. Nicole Sanderson,618-277-2100,http://www.wbsd113.org,Swansea,Saint Clair,P-8,410 Huntwood Rd,62226 1824
500821150,Whiteside SD 115,Mr. Mark L Heuring,618-239-0000,http://www.wssd115.org,Belleville,Saint Clair,P-8,111 Warrior Way,62221 5117
500821160,High Mount SD 116,Dr. Beth Horner,618-233-1054,http://www.highmountschool.com,Swansea,Saint Clair,P-8,1721 Boul Ave,62226 4254
500821180,Belleville SD 118,Dr. Ryan L Boike,618-233-2830,http://belleville118.org,Belleville,Saint Clair,P-8,105 W A St,62220 1326
500821190,Belle Valley SD 119,Dr. Melanie Brink,618-236-5200,http://www.bv119.org,Belleville,Saint Clair,P-8,2465 Amann Dr,62220 3463
500821300,Smithton CCSD 130,Dr. Courtney Castelli,618-233-6863,http://www.sccsd130.com,Smithton,Saint Clair,P-8,PO Box 395,62285 0395
500821600,Millstadt CCSD 160,Dr. Brian Mentzer,618-476-1803,http://www.mccsd160.com,Millstadt,Saint Clair,P-8,211 W Mill St,62260 1147
500821750,Harmony Emge SD 175,Dr. Dustin Nail,618-397-8444,http://www.harmony175.org,Belleville,Saint Clair,P-8,7401 Westchester Dr,62223 2635
500821810,Signal Hill SD 181,Mr. Kelly Bohnenstiehl,618-397-0325,http://www.signalhill181.org,Belleville,Saint Clair,P-8,40 Signal Hill Pl,62223 1644
500821870,Cahokia CUSD 187,Mr. Curtis McCall Jr,618-332-3700,http://www.cusd187.org,Cahokia,Saint Clair,P-12,1700 Jerome Ln,62206 2329
500821880,Brooklyn UD 188,Dr. Connie Y McCartney,618-271-1014,http://lovejoyschool.org,Lovejoy,Saint Clair,K-12,PO Box 250,62059 0250
500821890,East St Louis SD 189,Mr. Arthur Culver,618-646-3009,http://estl189.com,East Saint Louis,Saint Clair,P-12,1005 State St,62201 1907
500821960,Community Unit School District No 196,Dr. Victoria White,618-286-3812,http://www.dupo196.org,Dupo,Saint Clair,P-12,600 Louisa Ave,62239 1469
500822010,Belleville Twp HSD 201,Dr. Marshaun Warren,618-222-8241,http://www.bths201.org,Belleville,Saint Clair,9-12,920 N Illinois St,62220 4374
500822030,O Fallon Twp HSD 203,Dr. Beth M Shackelford,618-632-3507,http://www.oths.us,O Fallon,Saint Clair,9-12,600 S Smiley St,62269 2316
510652000,Greenview CUSD 200,Mr. Ryan Heavner,217-968-2295,http://www.greenviewschools.org,Greenview,Menard,P-12,147 E Palmer St,62642 1000
510652020,Porta CUSD 202,Mr. Shannon Duling,217-632-3803,http://www.porta202.org,Petersburg,Menard,P-12,PO Box 202,62675 0202
510652130,Athens CUSD 213,Scott Laird,217-636-8761,,Athens,Menard,P-12,501 Warrior Way,62613 9473
510840010,Tri City CUSD 1,Mr. Chad Colmone,217-364-4811,http://www.tricityschools.org,Buffalo,Sangamon,P-12,324 W Charles St,62515 6267
51084003A,Rochester CUSD 3A,Rolf Sivertsen,217-498-6210,http://www.rochester3a.net,Rochester,Sangamon,P-12,4 Rocket Dr,62563 9282
510840050,Ball Chatham CUSD 5,Dr. Becca Lamon,217-483-2416,http://www.chathamschools.org,Chatham,Sangamon,P-12,1475 E Plummer Blvd,62629 8090
510840080,Pleasant Plains CUSD 8,Mr. Luke Brooks,217-626-1041,http://www.ppcusd8.org,Pleasant Plains,Sangamon,P-12,315 W Church St,62677 9709
510840100,Auburn CUSD 10,Dr. Darren J Root,217-438-6164,http://www.auburn.k12.il.us,Auburn,Sangamon,P-12,606 W North St,62615 1144
510840110,Pawnee CUSD 11,Mrs. Molly Edmonds,217-625-2471,http://www.pawneeschools.com,Pawnee,Sangamon,P-12,810 4th St,62558 9680
510840140,Riverton CUSD 14,Dr. Brad Polanin,217-629-6009,http://www.rivertonschools.org,Riverton,Sangamon,P-12,PO Box 1010,62561 1010
510840150,Williamsville CUSD 15,Mr. Tip Reedy,217-566-2014,http://www.wcusd15.org,Williamsville,Sangamon,P-12,451 S Pine St,62693 7539
510840160,New Berlin CUSD 16,Mrs. Jill Larson,217-488-2040,http://www.pretzelpride.com/,New Berlin,Sangamon,P-12,600 N Cedar St,62670 4608
510841860,Springfield SD 186,Mrs. Jennifer E Gill,217-525-3002,http://www.sps186.org,Springfield,Sangamon,P-12,3063 Fiat Ave,62703 5930
530601260,Havana CUSD 126,Mrs. Andrea Lee,309-543-3384,http://www.havana126.net,Havana,Mason,P-12,501 S McKinley St,62644 1867
530601890,Illini Central CUSD 189,Dr. Jennifer Durbin,217-482-5180,http://www.illinicentral.org,Mason City,Mason,P-12,208 N West Ave,62664 1066
530601910,Midwest Central CUSD 191,Dr. Todd Hellrigel,309-968-6868,http://www.midwestcentral.org,Manito,Mason,P-12,1010 S Washington St,61546 9474
530900500,District 50 Schools,Dr. Chad Allaman,309-745-8914,http://www.d50schools.com,Washington,Tazewell,P-8,304 E Almond Dr,61571 3104
530900510,Central SD 51,Mr. Dale Heidbreder,309-444-3943,http://www.central51.net/,Washington,Tazewell,P-8,1301 Eagle Ave,61571 1111
530900520,Washington SD 52,Mr. Patreak Minasian,309-444-4182,http://www.d52schools.com,Washington,Tazewell,P-8,303 Jackson St,61571 1473
530900760,Creve Coeur SD 76,Mr. Steve Johnson,309-698-3600,http://www.cc76.org,Creve Coeur,Tazewell,P-8,400 N Highland St,61610 3137
530900850,Robein SD 85,Mr. Bradley Bennett,309-694-1409,http://www.robein.org,East Peoria,Tazewell,P-8,200 Campus Ave,61611 1601
530900860,East Peoria SD 86,Tony Ingold,309-427-5100,http://www.epd86.org,East Peoria,Tazewell,P-8,601 Taylor St,61611 2685
530900980,Rankin CSD 98,Dr. Matt Gordon,309-346-3182,http://rankin98.org,Pekin,Tazewell,K-8,13716 5th St,61554 9650
530901020,N Pekin & Marquette Hght SD 102,Mrs. Jennifer Lindsay,309-382-2172,http://www.dist102.org,Marquette Heights,Tazewell,P-8,51 Yates Rd,61554 1152
530901080,Pekin PSD 108,Mr. Leonard W Ealey III,309-477-4700,https://www.pekin.net/,Pekin,Tazewell,P-8,501 Washington St,61554 4287
530901370,South Pekin SD 137,Mr. Seth Mingus,309-348-3695,http://www.spgs.net,South Pekin,Tazewell,P-8,PO Box 430,61564 0430
530903030,Pekin CSD 303,Dr. Danielle Owens,309-477-4222,http://www.pekinhigh.net,Pekin,Tazewell,9-12,320 Stadium Dr,61554 5266
530903080,Washington CHSD 308,Dr. Kyle Freeman,309-444-3167,http://www.wacohi.net,Washington,Tazewell,9-12,115 Bondurant St,61571 2448
530903090,East Peoria CHSD 309,Mr. Damon Hackett,309-694-8300,http://www.ep309.org,East Peoria,Tazewell,9-12,1401 E Washington St,61611 2863
530906060,Spring Lake CCSD 606,Dr. Dawn Green,309-545-2241,http://www.springlake606.org,Manito,Tazewell,K-8,13650 N Manito Rd,61546 8438
530907010,Deer Creek-Mackinaw CUSD 701,Mr. Brian Maloy,309-359-8965,http://www.deemack.org,Mackinaw,Tazewell,P-12,401 E Fifth St,61755 7623
530907020,Tremont CUSD 702,Mr. Sean Berry,309-925-3461,http://www.tremont702.net/home,Tremont,Tazewell,P-12,400 W Pearl St,61568 8500
530907030,Delavan CUSD 703,Mrs. Amanda Geary,309-244-8283,,Delavan,Tazewell,P-12,907 Locust St,61734 9327
530907090,Morton CUSD 709,Dr. Joseph Sander,309-263-2581,http://www.morton709.org,Morton,Tazewell,P-12,1050 S 4th Ave Ste 200,61550 2502
531020010,Metamora CCSD 1,Dr. Benjamin Lee,309-367-2361,http://mgsredbirds.org,Metamora,Woodford,P-8,815 E Chatham St,61548 8745
531020020,Riverview CCSD 2,Mr. Tim Turner,309-822-8550,http://www.rgsting.org,East Peoria,Woodford,P-8,1421 Spring Bay Rd,61611 9762
531020060,Fieldcrest CUSD 6,Mr. David W Johnson,309-432-2177,http://www.unit6.org,Minonk,Woodford,P-12,1 Dornbush Dr,61760 1363
531020110,El Paso-Gridley CUSD 11,Dr. DeAnn Heck,309-527-4410,http://www.unit11.org,El Paso,Woodford,P-12,97 W 5th St,61738 1049
531020210,Lowpoint-Washburn CUSD 21,Dr. David Johnson,309-248-7522,http://washburn.k12.il.us,Washburn,Woodford,P-12,PO Box 580,61570 0580
531020600,Roanoke Benson CUSD 60,John T Streit,309-923-8921,http://www.rb60.com,Roanoke,Woodford,P-12,PO Box 320,61561 0320
531020690,Germantown Hills SD 69,Dr. Adam Brumbaugh,309-383-2121,http://www.ghills69.com,Germantown Hills,Woodford,P-8,103 Warrior Way,61548 9108
531021220,County of Woodford School,Mr. Sean D OLaughlin,309-367-4129,http://www.mths.us,Metamora,Woodford,9-12,PO Box 109,61548 0109
531021400,Eureka CUD 140,Mr. Robert Bardwell,309-467-3737,http://www.district140.org,Eureka,Woodford,P-12,109 W Cruger Ave,61530 1345
540920010,Bismarck Henning CUSD,Mr. Scott E Watson,217-759-7261,http://www.bismarck.k12.il.us,Bismarck,Vermilion,K-12,PO Box 350,61814 0350
540920020,Westville CUSD 2,Dr. Seth Miller,217-267-3141,http://www.gowestville.org,Westville,Vermilion,P-12,125 W Ellsworth St,61883 1233
540920040,Georgetown-Ridge Farm CUD 4,Dr. Jean M Neal,217-662-8488,http://www.grf.k12.il.us,Georgetown,Vermilion,P-12,502 W Mulberry St,61846 1846
540920070,Rossville-Alvin CUSD 7,Dr. Crystal Johnson Maden,217-748-6666,http://rossville.k12.il.us,Rossville,Vermilion,P-12,350 N Chicago St,60963 9700
540920100,Potomac CUSD 10,Mr. Jim Owens,217-987-6155,http://www.pgscardinals.org,Potomac,Vermilion,P-8,7915 US Route 136,61865 3158
540920110,Hoopeston Area CUSD 11,Mr. Robert Richardson,217-283-6668,http://www.hoopeston.k12.il.us,Hoopeston,Vermilion,P-12,615 E Orange St,60942 1855
540920610,Armstrong-Ellis Cons SD 61,Nick Hipsher,217-569-2115,,Armstrong,Vermilion,P-8,PO Box 7,61812 0007
540920760,Oakwood CUSD 76,Mr. Andrew Jordan,217-446-6081,http://www.oakwood76.org,Oakwood,Vermilion,P-12,12190 US Route 150,61858 6174
540921180,Danville CCSD 118,Mr. John Hart,217-444-1004,http://www.danville118.org,Danville,Vermilion,P-12,110 E Williams St,61832 4634
540922250,Armstrong Twp HSD 225,Nick Joseph Hipsher,217-569-2122,http://armstrong.k12.il.us,Armstrong,Vermilion,9-12,PO Box 37,61812 0037
540925120,Salt Fork Community Unit District  512,Mr. Phillip A Cox,217-427-2116,,Catlin,Vermilion,P-12,701 1/2 W Vermilion St,61817 9781
560990170,Channahon SD 17,Dr. Nicholas Henkle,815-467-4315,http://www.csd17.org,Channahon,Will,P-8,24949 S Tryon St,60410 5280
56099030C,Troy CCSD 30C,Dr. Paul Schrik,815-577-6760,http://www.troy30c.org,Plainfield,Will,P-8,5800 Theodore Dr,60586 5269
56099033C,Homer CCSD 33C,Dr. Craig Schoppe,708-226-7600,http://www.homerschools.org,Homer Glen,Will,P-8,15733 S Bell Rd,60491 8404
56099070C,Laraway CCSD 70C,Dr. Joseph Salmieri,815-727-5115,,Joliet,Will,P-8,1715 Rowell Ave,60433 8551
560990810,Union SD 81,Mr. Timothy Baldermann,815-726-5218,http://union81.com,Joliet,Will,P-8,1661 Cherry Hill Rd,60433 8508
560990840,Rockdale SD 84,Dr. Michael Merritt,815-725-5321,http://www.rockdale84.org,Rockdale,Will,P-8,715 Meadow Ave,60436 2405
560990860,Joliet PSD 86,Dr. Theresa R Rouse,815-740-3196,http://www.joliet86.org,Joliet,Will,P-8,420 N Raynor Ave,60435 6065
560990880,Chaney-Monge SD 88,Mr. Andy Siegfried,815-722-6673,http://chaneymonge.us,Crest Hill,Will,K-8,400 Elsie Ave,60403 2573
56099088A,Richland GSD 88A,Dr. Phil Robb,815-744-7288,http://www.d88a.org,Crest Hill,Will,P-8,1919 Caton Farm Rd,60403 1700
560990890,Fairmont SD 89,Dr. Tamela Daniels,815-726-6318,http://fsd89.org,Lockport,Will,P-8,735 Green Garden Pl,60441 4935
560990900,Taft SD 90,Mr. James Calabrese,815-838-0408,http://www.taft90.org,Lockport,Will,P-8,1605 S Washington St,60441 4241
560990910,Lockport SD 91,Dr. Kathleen Wilkey,815-838-0737,http://www.d91.net,Lockport,Will,P-8,808 Adams St,60441 3710
560990920,Will County SD 92,Dr. Kirsten  Frankovich,815-838-8031,http://www.d92.org,Lockport,Will,P-8,708 N State St,60441 2227
560991140,Manhattan SD 114,Dr. Damien P. Aherne,815-478-0191,http://www.manhattan114.org,Manhattan,Will,P-8,15646 W Smith Rd,60442 8413
560991220,New Lenox SD 122,Dr. Lori R Motsch,815-485-2169,http://www.nlsd122.org,New Lenox,Will,P-8,102 S Cedar Rd,60451 1702
56099157C,Frankfort CCSD 157C,Dr. Douglas Wernet,815-469-5922,http://www.fsd157c.org,Frankfort,Will,P-8,10482 Nebraska St,60423 2235
560991590,Mokena SD 159,Mr. Robert Gurney,708-342-4900,http://www.mokena159.org,Mokena,Will,P-8,11244 Willow Crest Ln,60448 1334
560991610,Summit Hill SD 161,Dr. Paul McDermott,815-469-9103,http://www.summithill.org,Frankfort,Will,P-8,20100 S Spruce Dr,60423 7099
56099200U,Beecher CUSD 200U,Dr. Jack C Gaham,708-946-2266,http://beecher200u.org,Beecher,Will,K-12,PO Box 338,60401 0338
56099201U,Crete Monee CUSD 201U,Dr. Kara Coglianese,708-367-8310,http://www.cm201u.org,Crete,Will,P-12,690 W Exchange St,60417 2088
560992020,Plainfield SD 202,Dr. Glenn Wood,815-577-4069,http://psd202.org,Plainfield,Will,P-12,15732 S Howard St,60544 2399
560992030,Elwood CCSD 203,Mr. Tim Page,815-423-5187,http://www.elwoodschool.com,Elwood,Will,P-8,409 N Chicago St,60421 9367
560992040,Joliet Twp HSD 204,Dr. Karla J Guseman,815-727-6970,http://www.jths.org,Joliet,Will,9-12,300 Caterpillar Dr,60436 1047
560992050,Lockport Twp HSD 205,Dr. Robert McBride,815-588-8100,http://www.lths.org,Lockport,Will,9-12,1323 E 7th St,60441 3823
56099207U,Peotone CUSD 207U,Brandon Owens,708-258-0991,http://www.peotoneschools.org,Peotone,Will,P-12,212 W Wilson St,60468 9205
56099209U,Wilmington CUSD 209U,Mr. Kevin Feeney,815-926-1751,https://www.209u.net/,Wilmington,Will,P-12,209U Wildcat Ct,60481 4500
560992100,Lincoln Way CHSD 210,Dr. R Scott Tingley,815-462-2345,http://www.lw210.org,New Lenox,Will,9-12,1801 E Lincoln Hwy,60451 3801
56099255U,Reed Custer CUSD 255U,Mr. Mark Mitchell,815-458-2307,http://www.rc255.net,Braidwood,Will,P-12,255 Comet Dr,60408 2029
56099365U,Valley View CUSD 365U,Dr. Keith Wood,815-886-2700,http://www.vvsd.org,Romeoville,Will,P-12,801 W Normantown Rd,60446 4330
601054280,IDJJ Sch Dist 428,Dr. Tresa D Dunbar,312-814-4464,http://www.idoc.state.il.us,Chicago,Dept Of Corrections,6-12,1112 S Wabash Ave Ste 200,60605 2358
